utterance,file
er ikke snakk engang tenk deg det da,BB_d88_AW_KS.anonym.txt
én av de går ut med en million og én blir sittende igjen i stua bare,BB_d88_AW_KS.anonym.txt
nei # det han som sitt- # sitt- # han som sitter igjen # får millionen # han som må gå ut får ingenting,BB_d88_AW_KS.anonym.txt
nei men # det er to sty- # i løpet av sendinga er det fem stykker # så tre stykker går ut i løpet av sendinga så er det to som sitter igjen,BB_d88_AW_KS.anonym.txt
* mm,BB_d88_AW_KS.anonym.txt
men den vinneren vil jo sitte igjen # den skal ut sist ikke sant # han skal ut sist og # alle skal være ute før han skal sitte igjen alene,BB_d88_AW_KS.anonym.txt
* altså den som ... | hei,BB_d88_AW_KS.anonym.txt
"det står jo at det sitter igjen to og de-_og_da kåres vinneren # for hvis dem sier at "" ok nå er den som skal gå ut "" så vet du jo at den som sitter igjen da har vunnet # så det er like så greit å si hvem # den vinneren er",BB_d88_AW_KS.anonym.txt
* mm,BB_d88_AW_KS.anonym.txt
ja ja men det er jo kjekt at taperne får lov til å komme seg ut da han har jo ikke noe her inne å gjøre sammen med vinneren når hun ikke har,BB_d88_AW_KS.anonym.txt
det virker jo teit om de skal gå ut sammen det er jo mer # naturlig at den går ut først og så sitter vinneren igjen alene,BB_d88_AW_KS.anonym.txt
* ja det er riktig,BB_d88_AW_KS.anonym.txt
det kan hende dem gjør # det er godt mulig,BB_d88_AW_KS.anonym.txt
"liksom taperen sitter det helt alene i huset og vinneren går ut "" ja ja blir sittende her da "" ingen som venter på meg liksom """,BB_d88_AW_KS.anonym.txt
*,BB_d88_AW_KS.anonym.txt
alle har gått hjem da,BB_d88_AW_KS.anonym.txt
bare går ut og blir skjøvet unna pressen og,BB_d88_AW_KS.anonym.txt
* jævlig bra,BB_d88_AW_KS.anonym.txt
stakar,BB_d88_AW_KS.anonym.txt
""" ja ja "" # da er vinneren ute og får # kommer vinneren ut og får all heder og omtale og alt sammen mens taperen sitter der_inne og # ja tvinner tommeltotter og",BB_d88_AW_KS.anonym.txt
kommer lokalavisen etter og,BB_d88_AW_KS.anonym.txt
"* "" kan du kan du komme ut",BB_d88_AW_KS.anonym.txt
"snart ? """,BB_d88_AW_KS.anonym.txt
ja # trykker i seg de siste åtte posene med godteri,BB_d88_AW_KS.anonym.txt
trodde aldri at så mange skulle være igjen til slutt # fem stykker # igjen til finalen # eller seks da egentlig,BB_d88_AW_KS.anonym.txt
* ikke jeg heller,BB_d88_AW_KS.anonym.txt
ja ## nei ikke jeg heller,BB_d88_AW_KS.anonym.txt
da skal deltagerne endelig avsløre humlens hemmelighet # Ramsy har nemlig fanget en,BB_d88_AW_KS.anonym.txt
skal jeg klype henne med noe nå da drep henne ? ## så det er bare å ta ut brodden når de dauer,BB_d88_AW_KS.anonym.txt
Rodney # ungen,BB_d88_AW_KS.anonym.txt
* skal klippe henne sakte ikke ikke fuck med henne nå da skal klippe henne sakte,BB_d88_AW_KS.anonym.txt
| | nei ja,BB_d88_AW_KS.anonym.txt
se Anette,BB_d88_AW_KS.anonym.txt
det er den hvite greia der som brenner er det ikke det da # bak der,BB_d88_AW_KS.anonym.txt
er ikke det bare hår ?,BB_d88_AW_KS.anonym.txt
må bare,BB_d88_AW_KS.anonym.txt
ja,BB_d88_AW_KS.anonym.txt
jo jeg har en liten brodd som han tar ut og inn faktisk bak der jeg så det nå,BB_d88_AW_KS.anonym.txt
selvfølgelig har n det,BB_d88_AW_KS.anonym.txt
men da er det s- bare at det kjennes ut som det brenner ja når du,BB_d88_AW_KS.anonym.txt
det kan jo godt være men han har brodd hundre prosent den,BB_d88_AW_KS.anonym.txt
* ja men jeg,BB_d88_AW_KS.anonym.txt
tror jeg så det,BB_d88_AW_KS.anonym.txt
skal jeg drepe han eller har dere sett det ?,BB_d88_AW_KS.anonym.txt
kan vi ikke bare la ligge n til n dør av seg sjøl da stenge n inne i et e,BB_d88_AW_KS.anonym.txt
* kan dere ikke,BB_d88_AW_KS.anonym.txt
bare slippe n ut da ? # er du hypp på å drepe n ?,BB_d88_AW_KS.anonym.txt
du doktor Livingstone,BB_d88_AW_KS.anonym.txt
du må nesten kverke henne,BB_d88_AW_KS.anonym.txt
ja # ta å kverk a # vi kan ta ut brodden nå ?,BB_d88_AW_KS.anonym.txt
* kan vi ikke ta,BB_d88_AW_KS.anonym.txt
pinsett da ? # så holde den,BB_d88_AW_KS.anonym.txt
jo # hent pinsett da # jeg vet ikke hvor han er,BB_d88_AW_KS.anonym.txt
# og så kanskje gjøre det ut- #,BB_d88_AW_KS.anonym.txt
nå står n opp der,BB_d88_AW_KS.anonym.txt
ja ja ta det med ro,BB_d88_AW_KS.anonym.txt
traff du en humle ?,BB_d88_AW_KS.anonym.txt
ja,BB_d88_AW_KS.anonym.txt
jepp,BB_d88_AW_KS.anonym.txt
ok ? hvor er denne brodden da ?,BB_d88_AW_KS.anonym.txt
på helt baki der,BB_d88_AW_KS.anonym.txt
baki ?,BB_d88_AW_KS.anonym.txt
da må vi nesten kverke han # vi kan legge han i vann da dauer det,BB_d88_AW_KS.anonym.txt
skal jeg fylle på vann ?,BB_d88_AW_KS.anonym.txt
nei men henter jeg glasset mitt jeg jeg,BB_d88_AW_KS.anonym.txt
* ka- * kast den i den,BB_d88_AW_KS.anonym.txt
vann- vanndammen der da,BB_d88_AW_KS.anonym.txt
hæ ?,BB_d88_AW_KS.anonym.txt
kast den i vanndammen der,BB_d88_AW_KS.anonym.txt
* kast de i,BB_d88_AW_KS.anonym.txt
bathtuben,BB_d88_AW_KS.anonym.txt
* dør de,BB_d88_AW_KS.anonym.txt
når de kommer i vann ?,BB_d88_AW_KS.anonym.txt
ja den må kveles sant,BB_d88_AW_KS.anonym.txt
men jeg ser ikke ...,BB_d88_AW_KS.anonym.txt
hold n under hold n under vann,BB_d88_AW_KS.anonym.txt
vent da ta ta da n i vannet,BB_d88_AW_KS.anonym.txt
ta den i vann # dytt n under ta det i springen,BB_d88_AW_KS.anonym.txt
i bathtuben og så bare legger vi den over,BB_d88_AW_KS.anonym.txt
det møkkete vannet da ?,BB_d88_AW_KS.anonym.txt
en gang til,BB_d88_AW_KS.anonym.txt
få se,BB_d88_AW_KS.anonym.txt
spreller n ?,BB_d88_AW_KS.anonym.txt
er litt ekkelt da # driver vi å dreper humla # drukner n og ser n i dødskramper og,BB_d88_AW_KS.anonym.txt
survival of the fittest det,BB_d88_AW_KS.anonym.txt
ja ## de har faen faen meg gitt så mye astma til mennesket at det er,BB_d88_AW_KS.anonym.txt
*,BB_d88_AW_KS.anonym.txt
ja fy_faen,BB_d88_AW_KS.anonym.txt
men e skal vi skal vi kverke hun så henne så vi ikke piner henne ?,BB_d88_AW_KS.anonym.txt
* så fin,BB_d88_AW_KS.anonym.txt
den der var,BB_d88_AW_KS.anonym.txt
drukningsdøden er jo den beste,BB_d88_AW_KS.anonym.txt
* kjempefin,BB_d88_AW_KS.anonym.txt
# m,BB_d88_AW_KS.anonym.txt
der # er vel brodden kommet fram,BB_d88_AW_KS.anonym.txt
ja # der er brodden ute Anette,BB_d88_AW_KS.anonym.txt
få se jeg bare moro å se jeg,BB_d88_AW_KS.anonym.txt
ser du han ? ## stikker ut der,BB_d88_AW_KS.anonym.txt
mm # den ser jeg # men da er det,BB_d88_AW_KS.anonym.txt
* | rart at,BB_d88_AW_KS.anonym.txt
den lille dingsen gjør så jækla vondt,BB_d88_AW_KS.anonym.txt
* da v-,BB_d88_AW_KS.anonym.txt
ja # da vet vi det da er det sikkert følelsen som gjør at det brenner,BB_d88_AW_KS.anonym.txt
det var da et morsomt paradis,BB_d88_AW_KS.anonym.txt
ja # jeg tenkte hvorfor skulle vi lage det sånn vanlig # hvorfor må det se ut sånn som alle andre,BB_d88_AW_KS.anonym.txt
nei det er sant det,BB_d88_AW_KS.anonym.txt
men det var ikke så spennende heller det kunne jo gjort mye mer spennende men # jeg visste ikke hvordan dine paradis,BB_d88_AW_KS.anonym.txt
pleide å se ut ?,BB_d88_AW_KS.anonym.txt
nei altså # paradis ser jo ikke # akkurat sånn ut men # hvor viktig det var for deg,BB_d88_AW_KS.anonym.txt
å ja sånn sett ja,BB_d88_AW_KS.anonym.txt
jeg har jo ikke hatt sånn paradis før jeg heller ## men variasjoner fryder,BB_d88_AW_KS.anonym.txt
ja veit du om Rebekka tok med seg hopp- hoppestrikken ut ?,BB_d88_AW_KS.anonym.txt
veit jeg ikke er det lov å ha to bein i toeren,BB_d88_AW_KS.anonym.txt
nei # ja det er deg til ja,BB_d88_AW_KS.anonym.txt
det går jo ikke det her da,BB_d88_AW_KS.anonym.txt
jo_da o,BB_d88_AW_KS.anonym.txt
pappa vant # ja Labben # komme her # pappa vant ja,BB_d88_AW_KS.anonym.txt
yeah #,BB_d88_AW_KS.anonym.txt
begynn og grin begynn og grin,BB_d88_AW_KS.anonym.txt
nei pappa vant,BB_d88_AW_KS.anonym.txt
skal du hoppe seiersrunden med pappa ?,BB_d88_AW_KS.anonym.txt
*,BB_d88_AW_KS.anonym.txt
å #,BB_d88_AW_KS.anonym.txt
glemte nieren ha ha,BB_d88_AW_KS.anonym.txt
nei ikke når jeg tapte det er seiersrunda,BB_d88_AW_KS.anonym.txt
""" og den alkoholiserte moren er vill av raseri # over nok en gang å bli forsmådd """,BB_d88_AW_KS.anonym.txt
*,BB_d88_AW_KS.anonym.txt
veit du om Rebekka tok med seg hoppestrikken ?,BB_d88_AW_KS.anonym.txt
hæ ?,BB_d88_AW_KS.anonym.txt
nei jeg spør Anette,BB_d88_AW_KS.anonym.txt
om hun tok med seg hoppestrikken ? jeg har ikke sett n her men jeg tviler hun tok ikke med seg den ? det var hun som kjøpte den eller ?,BB_d88_AW_KS.anonym.txt
ja,BB_d88_AW_KS.anonym.txt
å ja da tok hun sikkert med,BB_d88_AW_KS.anonym.txt
hoppe- ?,BB_d88_AW_KS.anonym.txt
hoppestrikk,BB_d88_AW_KS.anonym.txt
hoppestrikk # kødder du # hadde dere hoppestrikk her ?,BB_d88_AW_KS.anonym.txt
vi kjøpte hoppestrikk,BB_d88_AW_KS.anonym.txt
dere altså # you guys,BB_d88_AW_KS.anonym.txt
* hoppa ikke da,BB_d88_AW_KS.anonym.txt
ja måtte ha noe å gjøre,BB_d88_AW_KS.anonym.txt
er kult da ## holdt på med mye av det på barneskolen #,BB_d88_AW_KS.anonym.txt
du ?,BB_d88_AW_KS.anonym.txt
er du sinnsyk,BB_d88_AW_KS.anonym.txt
du skal få en trøstepremie Anita,BB_d88_AW_KS.anonym.txt
å tusen takk det er akkurat det jeg ønska meg # å nå var du snill # vil du dele med meg,BB_d88_AW_KS.anonym.txt
nei jeg har tatt tok nettopp en sjøl,BB_d88_AW_KS.anonym.txt
* du kan,BB_d88_AW_KS.anonym.txt
få litt,BB_d88_AW_KS.anonym.txt
m,BB_d88_AW_KS.anonym.txt
vil dere ha litt ?,BB_d88_AW_KS.anonym.txt
nei takk,BB_d88_AW_KS.anonym.txt
jo_da # jeg ser dere har så lyst på jeg skal ikke ha Anita # jo kom igjen # å jo_da # kom igjen nå # kos kos kos kos # kos kos kos kos kos m,BB_d88_AW_KS.anonym.txt
"nei takk * jeg skal ikke ha Anita | plutselig "" nei for faen det der greiene der "" * nei # nei ikke helvete",BB_d88_AW_KS.anonym.txt
skal jeg kaste n ?,BB_d88_AW_KS.anonym.txt
kom igjen,BB_d88_AW_KS.anonym.txt
* jeg,BB_d88_AW_KS.anonym.txt
hater vanilje,BB_d88_AW_KS.anonym.txt
steke meg et egg da Bertelina # hæ # tror du det er bra # tror du bra for hukommelsen ?,BB_d88_AW_KS.anonym.txt
nei bare for potensen,BB_d88_AW_KS.anonym.txt
ja spørs om det er sunt da # jeg plager nok som det er,BB_d88_AW_KS.anonym.txt
bare spis egg du # du sleit den ene kvelden vi,BB_d88_AW_KS.anonym.txt
jeg ville nå ikke ligge med deg da,BB_d88_AW_KS.anonym.txt
hæ ?,BB_d88_AW_KS.anonym.txt
jeg ville nå ikke ligge med deg ## den ene kvelden,BB_d88_AW_KS.anonym.txt
mm ## det var mer enn nok til at det aldri ble glemt,BB_d88_AW_KS.anonym.txt
var det det ? # én gang ?,BB_d88_AW_KS.anonym.txt
* mm * ja,BB_d88_AW_KS.anonym.txt
glemt,BB_d88_AW_KS.anonym.txt
mye # # en natt uten sex,BB_d88_AW_KS.anonym.txt
ja ## men for meg er det første gangen det har skjedd,BB_d88_AW_KS.anonym.txt
at ingen har hatt lyst på deg ?,BB_d88_AW_KS.anonym.txt
mm # derfor glemmer jeg det aldri,BB_d88_AW_KS.anonym.txt
tror du du er så deilig at alle har lyst på deg hele tida da ?,BB_d88_AW_KS.anonym.txt
det har jeg ikke sagt,BB_d88_AW_KS.anonym.txt
hva du sa da ?,BB_d88_AW_KS.anonym.txt
"e # var ikke det jeg sa # det jeg sa har ingenting med meg å gjøre # jeg sa det var første gang jeg har opplevd det # jeg sa ikke at # "" det er første gang jeg har opplevd at jeg ikke har vært så deilig at ingen har hatt lyst på meg "" # var ikke det jeg sa",BB_d88_AW_KS.anonym.txt
* * at ingen,BB_d88_AW_KS.anonym.txt
nei er det første gangen du har opplevd at ingen har lyst på deg ?,BB_d88_AW_KS.anonym.txt
mm,BB_d88_AW_KS.anonym.txt
hm # hvis det er en trøst da så er det mange jenter jeg ikke hatt lyst på,BB_d88_AW_KS.anonym.txt
hæ ?,BB_d88_AW_KS.anonym.txt
nei ble helt teit å si,BB_d88_AW_KS.anonym.txt
"jeg hørte hva du sa men jeg måtte bare si "" hæ ? """,BB_d88_AW_KS.anonym.txt
*,BB_d88_AW_KS.anonym.txt
herregud nå gleder pappa seg til jeg kommer hjem,BB_d88_AW_KS.anonym.txt
sa du det til meg ?,BB_d88_AW_KS.anonym.txt
jeg vet det for han er sånn hvis jeg skal reise vekk to dager så er n helt ifra seg # det er det værste han kan tenke seg hvis ikke han ser meg hver dag så blir han helt gal,BB_d88_AW_KS.anonym.txt
det er bare noe han sier det,BB_d88_AW_KS.anonym.txt
nei han er sånn,BB_d88_AW_KS.anonym.txt
nesj,BB_d88_AW_KS.anonym.txt
jo han er sånn så med én gang # sitter han og ser meg så kommer han og klemmer meg og holder rundt meg og # føler meg akkurat som en tosk # så nå er nå er han helt sånn # helt vill i hodet,BB_d88_AW_KS.anonym.txt
*,BB_d88_AW_KS.anonym.txt
hvor høy er faren din da ?,BB_d88_AW_KS.anonym.txt
vet ikke én nitti,BB_d88_AW_KS.anonym.txt
oi oi oi oi oi én nitti ## hvor tung han er da ?,BB_d88_AW_KS.anonym.txt
nei det vet jeg ikke,BB_d88_AW_KS.anonym.txt
cirka ?,BB_d88_AW_KS.anonym.txt
tror du han har tenkt å komme og banke deg opp eller ?,BB_d88_AW_KS.anonym.txt
*,BB_d88_AW_KS.anonym.txt
han er han er # det er han er veldig det er veldig svær mann # mamma er bitte liten # mamma er # en femti seks høg og veier femti fem kilo eller noe sånn,BB_d88_AW_KS.anonym.txt
*,BB_d88_AW_KS.anonym.txt
og pappa er # en # åtti åtte kanskje høy og veier,BB_d88_AW_KS.anonym.txt
to hundre og tretti,BB_d88_AW_KS.anonym.txt
nei # over hundre iallfall # hundre og # vet ikke hundre og femten hundre og tjue # men # men han er sånn skikkelig muskelmann # for han har jobba hele livet,BB_d88_AW_KS.anonym.txt
* * å,BB_d88_AW_KS.anonym.txt
det gjør det ikke noe bedre når du sier det sånn,BB_d88_AW_KS.anonym.txt
*,BB_d88_AW_KS.anonym.txt
hva er det du tror han skal gjøre deg Ramsy ? # hæ ?,BB_d88_AW_KS.anonym.txt
nei pappa er så snill,BB_d88_AW_KS.anonym.txt
jeg må på do og spy,BB_d88_AW_KS.anonym.txt
én nitti og hundre og fem og tjue kilo ?,BB_d88_AW_KS.anonym.txt
nei ikke hundre og fem og tjue # hundre og femten hundre og tjue cirka jeg vet ikke jeg har ikke peiling,BB_d88_AW_KS.anonym.txt
er han sint da ?,BB_d88_AW_KS.anonym.txt
han kan bli veldig sint ja # men # men han er som regel aldri sint ## han er som regel # ganske blid,BB_d88_AW_KS.anonym.txt
* men # når han,BB_d88_AW_KS.anonym.txt
først blir forbanna,BB_d88_AW_KS.anonym.txt
da blir han jævlig forbanna,BB_d88_AW_KS.anonym.txt
* da,BB_d88_AW_KS.anonym.txt
jeg som skal reise hundre mil,BB_d88_AW_KS.anonym.txt
hm ?,BB_d88_AW_KS.anonym.txt
jeg som skal reise hundre mil for å finne noen,BB_d88_AW_KS.anonym.txt
ja,BB_d88_AW_KS.anonym.txt
*,BB_d88_AW_KS.anonym.txt
jeg driter vel opp i det ## ,BB_d88_AW_KS.anonym.txt
,BB_d88_AW_KS.anonym.txt
nei da,BB_d88_AW_KS.anonym.txt
nei han er veldig snill,BB_d88_AW_KS.anonym.txt
tror jeg må sette meg ned # nei da,BB_d88_AW_KS.anonym.txt
så er sånn at # hvis det er noe du har lyst på # så kjøper han det til deg,BB_d88_AW_KS.anonym.txt
meg òg ?,BB_d88_AW_KS.anonym.txt
mm,BB_d88_AW_KS.anonym.txt
bare tull,BB_d88_AW_KS.anonym.txt
ja men han har alltid gjort det # hm # det er liksom Arild ønska seg fiskestang og så # var det ikke bare sånn vanlig fiskestang det var sånn der fiskestang til fire tusen så han er alltid sånn # han har alltid vært sånn for det # skal alltid ha det beste,BB_d88_AW_KS.anonym.txt
flaks ligner du på far din eller mor di i trynet ?,BB_d88_AW_KS.anonym.txt
pappa men pappa elsker g- # elsker gutter som er full av faen ## som kan gjør masse kødd og masse helvete og så # og så bare flirer av det så flirer han au,BB_d88_AW_KS.anonym.txt
stikker i badstua vi nå,BB_d88_AW_KS.anonym.txt
gjør du det ja ?,BB_d88_AW_KS.anonym.txt
ja # er du våken ?,BB_d88_AW_KS.anonym.txt
ja jeg våkna nettopp,BB_d88_AW_KS.anonym.txt
kan jeg få sove her inne i_natt,BB_d88_AW_KS.anonym.txt
* hvorfor det ?,BB_d88_AW_KS.anonym.txt
har nettopp funnet ut at faren til Anne Mona er én nitti høy og hundre og fem og tjue kilo ## og han er # en skikkelig har jobba hele sitt liv han er den muskelbunten visst # ,BB_d88_AW_KS.anonym.txt
kan jeg få sove her ?,BB_d88_AW_KS.anonym.txt
* | han e * du * du,BB_d88_AW_KS.anonym.txt
han han er # ja # han er i_hvert_fall over én nitti det er n,BB_d88_AW_KS.anonym.txt
*,BB_d88_AW_KS.anonym.txt
over ?,BB_d88_AW_KS.anonym.txt
ja han er over en nitti det trur jeg # og så har n # og så er n helt # han har sånn pi- a-_eller_sånn kortklipt på håret # og så har han skjegg,BB_d88_AW_KS.anonym.txt
nei # og sånn,BB_d88_AW_KS.anonym.txt
* jo # jo sånn,BB_d88_AW_KS.anonym.txt
svært skjegg,BB_d88_AW_KS.anonym.txt
og så heter han Håkon,BB_d88_AW_KS.anonym.txt
ja # og så # og så har han # de # nevene ## ja det er sant,BB_d88_AW_KS.anonym.txt
* å * | skikkelig vikingnavn *,BB_d88_AW_KS.anonym.txt
Anne Mona,BB_d88_AW_KS.anonym.txt
jeg går i badstua jeg,BB_d88_AW_KS.anonym.txt
ja,BB_d88_AW_KS.anonym.txt
hæ,BB_d88_AW_KS.anonym.txt
Anne Mona,BB_d88_AW_KS.anonym.txt
ja,BB_d88_AW_KS.anonym.txt
ja det # det det gjør ikke noe om jeg om jeg om jeg # om jeg sier det # fordi du var jo nominert # du var jo nominert nå på torsdagen # du var jo det,BB_d88_AW_KS.anonym.txt
*,BB_d88_AW_KS.anonym.txt
ja,BB_d88_AW_KS.anonym.txt
så sånne never ?,BB_d88_AW_KS.anonym.txt
ja ha de,BB_d88_AW_KS.anonym.txt
nei nei,BB_d88_AW_KS.anonym.txt
stakkar # du må må ikke si sånn Rodney,BB_d88_AW_KS.anonym.txt
* å fy fader | og han,BB_d88_AW_KS.anonym.txt
var over en nitti sa Rodney,BB_d88_AW_KS.anonym.txt
ja han e- han er en rundt # ja men han så ganske høy ut,BB_d88_AW_KS.anonym.txt
* ja han er,BB_d88_AW_KS.anonym.txt
rundt det,BB_d88_AW_KS.anonym.txt
ja,BB_d88_AW_KS.anonym.txt
hvor mye veier han hundre og tjue ?,BB_d88_AW_KS.anonym.txt
han er rugg i_hvert_fall fy_faen # svær som et uvær,BB_d88_AW_KS.anonym.txt
ja ja slapp av nå,BB_d88_AW_KS.anonym.txt
men han er ikke sånn han er ikke sånn feit eller noe sånn,BB_d88_AW_KS.anonym.txt
* og så er han smi- * nei,BB_d88_AW_KS.anonym.txt
nei det er n ikke,BB_d88_AW_KS.anonym.txt
det er en arbeidsmann,BB_d88_AW_KS.anonym.txt
* han # han er en ...,BB_d88_AW_KS.anonym.txt
ja det er n jo # det er lettere å fly over enn rundt,BB_d88_AW_KS.anonym.txt
og så # og så når han smiler så smiler n med tennene igjen sånn,BB_d88_AW_KS.anonym.txt
og og så har han bassrøst,BB_d88_AW_KS.anonym.txt
ja det har han han veldig sånn,BB_d88_AW_KS.anonym.txt
* ja,BB_d88_AW_KS.anonym.txt
ja ja ja,BB_d88_AW_KS.anonym.txt
og så har han skjegg,BB_d88_AW_KS.anonym.txt
si til hun Anne Mona eneste jenta jeg har at ## og dem nevene da,BB_d88_AW_KS.anonym.txt
* * ja,BB_d88_AW_KS.anonym.txt
det er jenta til pappa det,BB_d88_AW_KS.anonym.txt
nei,BB_d88_AW_KS.anonym.txt
da er det for sent allikevel,BB_d88_AW_KS.anonym.txt
og så har han og så har han tre brødre # # som som alle er onkel kun til Anne Mona og som elsker henne over alt på jord,BB_d88_AW_KS.anonym.txt
* nå du må være snill mot | nei * nei,BB_d88_AW_KS.anonym.txt
flirer du,BB_d88_AW_KS.anonym.txt
* | nei han er ...,BB_d88_AW_KS.anonym.txt
han verste er han som er fire år eldre enn meg onkelen min som er fire år eldre enn meg han er verre enn pappa,BB_d88_AW_KS.anonym.txt
ja # ja men du han var kjempetrivelig # det var han som ba meg # gi deg en klem og # liksom skulle hi- at jeg skulle hilse så mye # du så n jo,BB_d88_AW_KS.anonym.txt
* | ja Ramsy * mm,BB_d88_AW_KS.anonym.txt
nei jeg kommer ut jeg nå,BB_d88_AW_KS.anonym.txt
hvis jeg skal fortelle deg en ting # vi hadde en bil en gang og så kjørte vi utfor med n # så løfta pappa den opp på veien kanskje det forklarer litt,BB_d88_AW_KS.anonym.txt
det var en Van,BB_d88_AW_KS.anonym.txt
så der Chevy # de der tre og et halvt tonnerene bare krom og stål,BB_d88_AW_KS.anonym.txt
hm,BB_d88_AW_KS.anonym.txt
løfta bilen opp på veien da,BB_d88_AW_KS.anonym.txt
ja # de satt inni da # jeg veit ikke om det har noe å si,BB_d88_AW_KS.anonym.txt
for en fin sommer det her,BB_d88_AW_KS.anonym.txt
"snudde litt da så "" nei la dama og ungene få sitte i fred """,BB_d88_AW_KS.anonym.txt
| *,BB_d88_AW_KS.anonym.txt
blir det spennende på torsdag da alle er nominert,BB_d88_AW_KS.anonym.txt
mm,BB_d88_AW_KS.anonym.txt
seerne har sikkert visst det i en uke,BB_d88_AW_KS.anonym.txt
m,BB_d88_AW_KS.anonym.txt
faen jeg håper jeg blir etter neste torsdag fy_faen da kommer det til å bli # et magesyke tror jeg # # det kommer til å være helvetes krig,BB_d88_AW_KS.anonym.txt
tror du det kommer til å bli spennende ja,BB_d88_AW_KS.anonym.txt
å # kommer ikke klare å sitte stille,BB_d88_AW_KS.anonym.txt
ja Anette på torsdag skal du pakke kofferten for første gang,BB_d88_AW_KS.anonym.txt
ja # åker rett ut,BB_d88_AW_KS.anonym.txt
nei,BB_d88_AW_KS.anonym.txt
jo,BB_d88_AW_KS.anonym.txt
jeg gjorde ikke det,BB_d88_AW_KS.anonym.txt
nei # men,BB_d88_AW_KS.anonym.txt
tror du det ?,BB_d88_AW_KS.anonym.txt
ja # vet ikke,BB_d88_AW_KS.anonym.txt
nei,BB_d88_AW_KS.anonym.txt
jeg aldri vært nominert før,BB_d88_AW_KS.anonym.txt
ja men det har ikke Lars heller,BB_d88_AW_KS.anonym.txt
veit jeg var sikker på at jeg skulle første gang jeg ble nomin- ...,BB_d88_AW_KS.anonym.txt
* nei # men Lars blir ikke,BB_d88_AW_KS.anonym.txt
Lars åker ikke ut her er du gæren,BB_d88_AW_KS.anonym.txt
jeg var sikker på første gang jeg ble nominert så åkte jeg på hodet og rett ut men jeg gjorde ikke det # jeg har vært mer jeg har egentlig vært den mest nøytrale personen,BB_d88_AW_KS.anonym.txt
ja # det er det trenger jo ikke å være noe # det er akkurat det liksom det er kan jo være veldig positivt å være nøytral og # akkurat som Lars òg ikke sant det er jo det er ingen,BB_d88_AW_KS.anonym.txt
ja men Lars har merka seg mer ut han driter seg mer ut enn det jeg har og sånt jeg har jo ikke gjort noe sånn i det hele tatt jeg ha- det jeg har gjort det har jo bare vært bad # har ødelagt forholdet med meg og Arild jeg har # funnet en ny en og hatt sex på tv det er liksom bare vært sånn sånne ting,BB_d88_AW_KS.anonym.txt
ja har jeg hatt òg,BB_d88_AW_KS.anonym.txt
ikke sant # så det # egentlig så har jo,BB_d88_AW_KS.anonym.txt
* det har jeg hatt òg,BB_d88_AW_KS.anonym.txt
så er jeg blond og dum og sånn da # så # nei jeg # jeg # jeg har en,BB_d88_AW_KS.anonym.txt
* nei * * det,BB_d88_AW_KS.anonym.txt
har ingen ting med deg å gjøre om du # blond eller hva det er ingen ting med deg,BB_d88_AW_KS.anonym.txt
m # må være jæv- ...,BB_d88_AW_KS.anonym.txt
* tror jeg,BB_d88_AW_KS.anonym.txt
hadde # tenkt deg hva hva hadde du gjort Anne Mona hvis du hadde sittet igjen # million # hva hadde du gj- hva er det første du hadde gjort hadde sittet der_borte ?,BB_d88_AW_KS.anonym.txt
og så hadde hun # så hadde du sittet der sammen med kanskje ja en eller annen annen der og så ropte navnet først # så hadde du sittet der helt aleine #,BB_d88_AW_KS.anonym.txt
* vet du hva jeg tror bare,BB_d88_AW_KS.anonym.txt
jeg # jeg tror jeg hadde sittet lenge så hadde jeg bare ki- # stått og kikket # og så og så tror jeg hadde blitt ganske redd # jeg tror jeg hadde blitt redd faktisk så tror jeg hadde gått fram og tilbake fram og tilbake,BB_d88_AW_KS.anonym.txt
for da # da hadde jeg # da vet jeg # da hadde jeg visst det at # all den oppmerksomheten får nå komme ut og det er det som hadde skremt meg,BB_d88_AW_KS.anonym.txt
"tror ikke jeg hadde tenkt penger jeg tror det som hadde skremt meg var all oppmerksomheten komme ut # "" hjelp """,BB_d88_AW_KS.anonym.txt
* jeg trur man er så,BB_d88_AW_KS.anonym.txt
glad som når jeg jeg tru- jeg trur du hadde vært så glad altså jeg trur ikke du hadde tenkt på den oppmerksomheten # jeg trur det jeg vet ikke men jeg ...,BB_d88_AW_KS.anonym.txt
jo jeg vet at jeg hadde # for det det verste som kan skje,BB_d88_AW_KS.anonym.txt
* det ... * tror jeg bare jeg,BB_d88_AW_KS.anonym.txt
hadde fortrengt jeg hadde bare # stengt det ute på en måte bare vært så glad for det at # jeg hadde sittet igjen men e,BB_d88_AW_KS.anonym.txt
tror ikke det hadde gått opp for meg,BB_d88_AW_KS.anonym.txt
* jeg trur fader meg,BB_d88_AW_KS.anonym.txt
hadde bare tatt meg en runde utpå plassen her jeg # bare hoppa i # hoppa i m- bathtuben med vann og sånn bare komme helt kliss bløt og bare hadde klikka for meg,BB_d88_AW_KS.anonym.txt
*,BB_d88_AW_KS.anonym.txt
ja hva du tror om # torsdagen du da ? ## nei egentlig # det er bare å vente og se egentlig,BB_d88_AW_KS.anonym.txt
ja # det er jeg vi- jeg visste i- ## jeg visste ikke # jeg vet jo ikke hvordan e # hvordan e # utstemminga skal foregå,BB_d88_AW_KS.anonym.txt
*,BB_d88_AW_KS.anonym.txt
nei men det er ikke kanskje du har en trygghet,BB_d88_AW_KS.anonym.txt
